TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionDay,TransactionGap,AgeGroup,Target
115.11,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,17.0,4.0,548.0,Muda,2
171.11,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,16.0,0.0,538.0,Lansia,1
168.54,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,2.0,13406.0,16.0,3.0,640.0,Lansia,1
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,16.0,2.0,613.0,Lansia,1
342.17,Credit,New York,Branch,21.0,Student,247.0,1.0,461.83,16.0,3.0,325.0,Muda,1
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,16.0,2.0,409.99999999999994,ParuhBaya,1
821.54,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.3199999999997,18.0,1.0,439.0,Lansia,2
253.47,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51,17.0,2.0,508.0,Muda,2
22.81,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,17.0,0.0,524.0,Lansia,1
266.57,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,17.0,0.0,489.0,Dewasa,2
374.61,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,18.0,1.0,431.99999999999994,Lansia,0
339.35,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,16.0,4.0,639.0,Lansia,2
810.36,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,16.0,1.0,656.0,Muda,2
9.83,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.42,17.0,0.0,468.0,Muda,0
135.57,Credit,Boston,Branch,51.0,Doctor,116.00000000000001,1.0,11351.64,17.0,2.0,508.0,ParuhBaya,2
340.05,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,17.0,4.0,373.0,ParuhBaya,2
283.45,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,17.0,1.0,383.0,Muda,2
100.99,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,16.0,0.0,524.0,Lansia,1
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.4700000000003,16.0,0.0,622.0,Muda,2
655.15,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,16.0,0.0,671.0,Muda,1
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,17.0,0.0,552.0,ParuhBaya,0
41.51,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.5999999999999,16.0,2.0,396.0,Muda,1
71.53,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,16.0,0.0,370.00000000000006,Lansia,0
467.13,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,17.0,3.0,402.0,ParuhBaya,0
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999999,17.0,1.0,404.0,Muda,2
159.32,Debit,Seattle,Branch,18.0,Student,100.00000000000001,1.0,304.44,18.0,0.0,657.0,Muda,1
50.83,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,16.0,0.0,321.0,Muda,1
56.89,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,18.0,4.0,639.0,Lansia,0
20.22,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,18.0,4.0,604.0,ParuhBaya,0
50.4,Debit,San Antonio,Branch,36.0,Doctor,84.00000000000001,1.0,1677.01,17.0,0.0,587.0,Dewasa,1
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,17.0,0.0,545.0,ParuhBaya,0
119.61,Debit,San Diego,ATM,33.0,Doctor,53.00000000000001,1.0,9899.94,16.0,1.0,600.0,Muda,1
116.58,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,16.0,3.0,430.0,ParuhBaya,1
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.100000000001,17.0,0.0,671.0,ParuhBaya,1
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,17.0,0.0,461.0,ParuhBaya,1
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,16.0,3.0,444.0,Dewasa,2
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.259999999999,17.0,2.0,333.0,Lansia,2
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.00000000000001,1.0,5401.21,17.0,1.0,614.0,Muda,1
56.02,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,17.0,0.0,503.00000000000006,Muda,0
245.67,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.2499999999999,18.0,0.0,671.0,Muda,1
152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,4.0,2459.84,16.0,0.0,453.99999999999994,Dewasa,0
114.35,Credit,El Paso,Branch,41.0,Engineer,21.000000000000004,1.0,469.12,16.0,0.0,342.0,Dewasa,2
504.63000000000005,Debit,Portland,Online,60.0,Engineer,168.00000000000003,1.0,3806.16,17.0,0.0,356.0,Lansia,1
126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,4.0,6133.41,16.0,3.0,549.0,ParuhBaya,2
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,16.0,0.0,321.0,ParuhBaya,0
8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,16.0,3.0,661.0,Lansia,2
197.49,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,16.0,0.0,489.0,ParuhBaya,0
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,17.0,0.0,377.0,Lansia,1
13.52,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,16.0,0.0,538.0,Muda,1
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,16.0,0.0,594.0,ParuhBaya,1
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,2.0,5495.3,17.0,3.0,514.0,ParuhBaya,0
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,16.0,4.0,625.0,ParuhBaya,0
78.44,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,17.0,1.0,348.0,ParuhBaya,1
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,17.0,0.0,657.0,ParuhBaya,0
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,16.0,2.0,459.00000000000006,Muda,1
10.07,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,16.0,1.0,656.0,Muda,2
120.61999999999999,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,16.0,0.0,615.0,Muda,1
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,17.0,0.0,384.0,Lansia,0
119.3,Debit,Mesa,Branch,34.0,Engineer,22.0,5.0,319.04,16.0,0.0,432.99999999999994,Dewasa,0
280.92,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,18.0,0.0,307.0,Dewasa,1
42.42,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,17.0,3.0,521.0,Muda,1
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,16.0,0.0,503.00000000000006,Lansia,0
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,16.0,0.0,587.0,Lansia,1
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.319999999999,16.0,0.0,391.00000000000006,ParuhBaya,2
25.94,Credit,San Jose,Online,58.0,Retired,211.0,5.0,4815.11,18.0,0.0,384.0,Lansia,1
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,16.0,0.0,453.99999999999994,ParuhBaya,1
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,5.0,10427.0,18.0,2.0,599.0,ParuhBaya,1
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,16.0,0.0,342.0,Muda,0
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,16.0,0.0,496.0,Muda,1
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,16.0,0.0,573.0,Muda,1
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,18.0,1.0,418.0,Dewasa,2
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,17.0,0.0,342.0,ParuhBaya,1
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8899999999999,16.0,0.0,608.0,Muda,1
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,16.0,3.0,416.0,Lansia,0
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,16.0,3.0,549.0,Lansia,2
63.58,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.040000000001,17.0,0.0,419.0,Muda,2
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,16.0,0.0,468.0,Lansia,1
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,18.0,2.0,543.0,ParuhBaya,0
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,16.0,0.0,328.0,Muda,0
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,16.0,0.0,643.0,ParuhBaya,2
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,16.0,0.0,453.99999999999994,Muda,1
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,17.0,1.0,467.0,ParuhBaya,2
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,17.0,0.0,440.0,Muda,0
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,16.0,0.0,643.0,Muda,1
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,16.0,0.0,426.0,Muda,1
1.8700000000000003,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,18.0,4.0,380.0,Lansia,1
78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,18.0,3.0,507.0,Lansia,0
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,16.0,0.0,650.0,Dewasa,1
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,16.0,4.0,506.0,Muda,2
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,17.0,0.0,594.0,Muda,0
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.62999999999994,17.0,0.0,636.0,Muda,1
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,16.0,2.0,466.0,Lansia,0
75.53,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,17.0,0.0,440.0,Muda,0
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,16.0,0.0,552.0,Lansia,1
39.11,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,18.0,4.0,429.0,Muda,2
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,17.0,1.0,355.0,Lansia,0
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,16.0,2.0,466.0,Dewasa,0
504.71,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,18.0,0.0,573.0,Muda,2
371.47,Credit,Milwaukee,Branch,24.0,Student,58.00000000000001,1.0,1187.04,16.0,1.0,523.0,Muda,0
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,17.0,0.0,622.0,Dewasa,2
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,18.0,0.0,538.0,Dewasa,0
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,17.0,1.0,425.0,ParuhBaya,2
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,17.0,1.0,670.0,Muda,2
117.55,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,16.0,4.0,534.0,Muda,0
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,18.0,1.0,621.0,Muda,1
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,18.0,0.0,335.0,ParuhBaya,0
346.65,Debit,Washington,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,16.0,0.0,307.0,Muda,1
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.850000000001,16.0,1.0,621.0,Lansia,1
29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,18.0,3.0,486.0,Muda,1
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,17.0,0.0,461.0,Lansia,2
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,17.0,4.0,513.0,Lansia,1
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,16.0,2.0,662.0,Lansia,1
73.95,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,1.0,363.92,16.0,4.0,365.99999999999994,Muda,0
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,16.0,3.0,626.0,Muda,0
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,17.0,3.0,598.0,Muda,2
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,16.0,0.0,657.0,Muda,2
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,16.0,3.0,633.0,ParuhBaya,2
248.95000000000002,Credit,San Francisco,Branch,65.0,Retired,29.000000000000004,1.0,3059.79,16.0,4.0,506.0,Lansia,1
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,16.0,0.0,503.00000000000006,Muda,1
84.34,Debit,Memphis,Online,58.0,Retired,247.99999999999997,3.0,5313.97,16.0,3.0,514.0,Lansia,0
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,17.0,3.0,339.0,Lansia,1
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,17.0,3.0,479.00000000000006,ParuhBaya,1
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,16.0,3.0,374.0,Muda,1
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,16.0,0.0,496.0,Muda,1
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,16.0,0.0,453.99999999999994,ParuhBaya,1
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,17.0,4.0,611.0,Lansia,0
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.00000000000001,1.0,2158.59,16.0,0.0,314.0,Lansia,0
542.72,Credit,Indianapolis,Branch,43.0,Doctor,91.99999999999999,1.0,6011.8,18.0,0.0,426.0,ParuhBaya,0
79.8,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,17.0,4.0,317.0,Lansia,0
46.24,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,16.0,0.0,601.0,Lansia,1
327.8,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,17.0,3.0,346.0,Lansia,1
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,17.0,4.0,485.0,ParuhBaya,0
55.89,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,16.0,3.0,444.0,Lansia,0
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,16.0,3.0,633.0,Muda,1
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,18.0,2.0,340.0,Lansia,2
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,4.0,9800.21,17.0,1.0,656.0,Dewasa,2
61.970000000000006,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,18.0,0.0,531.0,Lansia,1
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,16.0,2.0,508.0,Lansia,1
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,17.0,4.0,422.0,Lansia,0
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,16.0,3.0,451.0,Dewasa,1
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,18.0,4.0,359.0,ParuhBaya,0
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.4699999999993,16.0,1.0,502.00000000000006,ParuhBaya,2
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,17.0,0.0,328.0,Lansia,1
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,16.0,1.0,404.0,Muda,1
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,17.0,1.0,558.0,Lansia,2
300.61,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,17.0,0.0,552.0,ParuhBaya,2
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,16.0,0.0,517.0,ParuhBaya,2
345.54,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,16.0,1.0,649.0,Muda,1
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,17.0,1.0,663.0,Dewasa,0
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,18.0,0.0,440.0,Dewasa,1
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,17.0,0.0,432.99999999999994,ParuhBaya,2
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,18.0,2.0,319.0,Dewasa,0
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,16.0,0.0,587.0,Muda,2
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,16.0,0.0,419.0,Lansia,1
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,18.0,3.0,444.0,Lansia,2
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,5.0,2797.26,16.0,2.0,662.0,Muda,0
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,16.0,0.0,517.0,Lansia,0
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,16.0,0.0,447.0,Lansia,2
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,18.0,0.0,650.0,Lansia,2
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,17.0,4.0,310.0,Lansia,0
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,17.0,0.0,643.0,Lansia,0
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,16.0,2.0,375.0,Muda,0
628.36,Debit,Austin,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,16.0,4.0,653.0,ParuhBaya,2
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,18.0,1.0,621.0,Muda,1
560.15,Credit,Memphis,Online,50.0,Engineer,91.99999999999999,1.0,817.83,18.0,0.0,447.0,ParuhBaya,0
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,2.0,3663.64,16.0,0.0,510.0,Lansia,2
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,17.0,0.0,601.0,Muda,2
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,16.0,2.0,368.00000000000006,Dewasa,0
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,4.0,13446.81,17.0,1.0,362.0,ParuhBaya,2
80.24,Credit,New York,Branch,53.0,Doctor,58.00000000000001,1.0,8012.810000000001,17.0,4.0,534.0,ParuhBaya,1
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,16.0,0.0,349.0,Lansia,0
178.91,Debit,Omaha,ATM,18.0,Student,18.999999999999996,1.0,8870.89,16.0,2.0,599.0,Muda,1
115.22,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,17.0,4.0,331.0,Muda,1
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,16.0,0.0,314.0,ParuhBaya,1
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,18.0,3.0,332.0,Lansia,0
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,17.0,0.0,552.0,Lansia,1
280.99,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,18.0,0.0,622.0,ParuhBaya,0
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,17.0,2.0,634.0,Muda,1
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,16.0,1.0,446.0,Dewasa,0
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,18.0,0.0,503.00000000000006,ParuhBaya,1
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,17.0,1.0,369.00000000000006,ParuhBaya,2
247.16999999999996,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,17.0,0.0,531.0,Lansia,2
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,16.0,4.0,450.0,Muda,0
4.15,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,16.0,3.0,381.0,Lansia,1
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,17.0,1.0,460.0,Dewasa,1
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,16.0,4.0,324.0,Muda,0
524.6,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,17.0,4.0,576.0,Lansia,2
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.660000000001,18.0,1.0,390.00000000000006,Muda,0
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,18.0,0.0,321.0,Lansia,0
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,17.0,4.0,408.0,ParuhBaya,0
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,16.0,2.0,487.0,ParuhBaya,1
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,17.0,0.0,559.0,Lansia,2
81.27,Credit,Seattle,Online,22.0,Student,68.00000000000001,1.0,1814.48,16.0,1.0,362.0,Muda,1
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,17.0,3.0,563.0,Dewasa,0
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,18.0,3.0,451.0,Lansia,1
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,4.0,9385.57,16.0,2.0,543.0,Lansia,0
637.75,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,16.0,0.0,468.0,Lansia,2
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,17.0,3.0,549.0,Lansia,1
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,16.0,2.0,375.0,Muda,1
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,17.0,0.0,545.0,Muda,2
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,17.0,3.0,387.99999999999994,Muda,1
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,17.0,0.0,657.0,Dewasa,0
793.13,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,16.0,2.0,543.0,Lansia,0
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,16.0,3.0,408.99999999999994,ParuhBaya,0
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6899999999999,18.0,0.0,594.0,Muda,1
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,17.0,4.0,422.0,Lansia,2
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,17.0,4.0,338.0,Dewasa,0
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,4.0,14851.28,18.0,2.0,634.0,ParuhBaya,2
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,16.0,0.0,601.0,Dewasa,1
259.9,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,16.0,3.0,499.99999999999994,Muda,1
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,16.0,1.0,579.0,Dewasa,2
112.94,Credit,San Antonio,Online,73.0,Retired,30.999999999999996,1.0,3807.8399999999997,17.0,4.0,345.0,Lansia,1
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,16.0,0.0,615.0,Muda,1
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,16.0,1.0,355.0,ParuhBaya,1
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,16.0,0.0,363.0,Lansia,0
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,16.0,4.0,653.0,Muda,2
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,17.0,0.0,412.00000000000006,Muda,0
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,18.0,4.0,611.0,Muda,2
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,16.0,0.0,412.00000000000006,Muda,1
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,16.0,1.0,509.0,ParuhBaya,2
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,16.0,3.0,430.0,Muda,2
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,18.0,0.0,517.0,Lansia,0
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,18.0,0.0,489.0,Lansia,1
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,16.0,2.0,585.0,Muda,0
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,16.0,1.0,460.0,ParuhBaya,0
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,16.0,0.0,671.0,Lansia,1
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,16.0,3.0,374.0,Lansia,1
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,17.0,1.0,453.0,ParuhBaya,1
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,18.0,2.0,424.0,Muda,0
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,17.0,0.0,601.0,ParuhBaya,1
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,16.0,2.0,543.0,Muda,1
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,16.0,1.0,439.0,Lansia,0
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,16.0,0.0,629.0,Dewasa,1
